Purchase ID,Customer Name,Age,Gender,City,Car Brand,Car Model,Fuel Type,Transmission,Purchase Date,Price,Loan Taken,Down Payment ,Loan Provider,Annual Income,Previous Car Owned,Customer Satisfaction Score
PUR110380,Tim,67,Female,Cologne,Opel,X5,Petrol,Automatic,1/21/2022,"€ 35,657.54",Yes,"€ 5,282.00",Deutsche Bank,"€ 107,497.00",No,3
PUR110382,Sophie,31,Male,Berlin,BMW,C-Class,Petrol,Manual,11/15/2022,"€ 26,347.42",Yes,"€ 1,541.00",Commerzbank,"€ 86,071.00",Yes,2
PUR110383,Laura,21,Female,Berlin,Mercedes,A3,Petrol,Automatic,12/29/2022,"€ 30,792.93",Yes,"€ 7,110.00",Volksbank,"€ 29,619.00",Yes,5
PUR110384,Laura,38,Male,Cologne,Mercedes,C-Class,Petrol,Manual,1/11/2021,"€ 28,053.45",Yes,"€ 6,688.00",Volksbank,"€ 113,062.00",Yes,1
PUR110385,Felix,64,Male,Frankfurt,Volkswagen,Octavia,Diesel,Automatic,3/11/2021,"€ 41,354.24",Yes,"€ 2,087.00",Deutsche Bank,"€ 56,721.00",No,3
PUR110386,Anna,63,Male,Frankfurt,Volkswagen,C-Class,Electric,Manual,1/1/2022,"€ 8,474.55",No,"€ 12,162.00",Commerzbank,"€ 69,256.00",No,3
PUR110387,Anna,47,Female,Stuttgart,Volkswagen,Insignia,Petrol,Manual,2/25/2023,"€ 23,065.54",Yes,"€ 12,382.00",Volksbank,"€ 77,661.00",Yes,5
PUR110388,Sophie,61,Male,Stuttgart,Volkswagen,X5,Petrol,Manual,6/18/2021,"€ 28,065.65",Yes,"€ 5,143.00",Deutsche Bank,"€ 64,774.00",Yes,3
PUR110389,Laura,37,Male,Berlin,Audi,Passat,Petrol,Automatic,12/3/2023,"€ 18,830.21",Yes,"€ 3,448.00",None,"€ 114,644.00",No,3
PUR110390,Laura,66,Male,Berlin,BMW,Passat,Diesel,Manual,9/17/2024,"€ 9,347.10",No,"€ 3,643.00",Commerzbank,"€ 99,519.00",Yes,3
PUR110391,Hans,65,Female,Berlin,Volkswagen,A3,Diesel,Automatic,4/24/2023,"€ 28,417.05",No,"€ 13,111.00",Deutsche Bank,"€ 72,094.00",Yes,4
PUR110392,Felix,64,Female,Hamburg,Volkswagen,X5,Electric,Manual,10/6/2022,"€ 8,000.00",Yes,"€ 11,465.00",Commerzbank,"€ 103,124.00",Yes,4
PUR110393,Anna,57,Male,Berlin,Volkswagen,Passat,Petrol,Manual,10/28/2021,"€ 21,851.83",No,"€ 7,751.00",Deutsche Bank,"€ 98,453.00",No,3
PUR110394,Lukas,62,Male,Berlin,BMW,A3,Electric,Manual,12/30/2023,"€ 29,084.94",Yes,"€ 8,547.00",Volksbank,"€ 24,649.00",No,3
PUR110395,Laura,39,Female,Munich,BMW,Insignia,Hybrid,Manual,2/4/2021,"€ 42,044.19",Yes,"€ 14,274.00",Deutsche Bank,"€ 26,000.00",Yes,3
PUR110396,Laura,34,Male,Munich,Volkswagen,Insignia,Electric,Automatic,12/31/2022,"€ 24,276.29",No,"€ 7,285.00",Commerzbank,"€ 86,258.00",No,4
PUR110397,Julia,61,Male,Berlin,Opel,Passat,Petrol,Manual,3/15/2022,"€ 11,843.24",Yes,"€ 3,458.00",None,"€ 63,140.00",No,2
PUR110398,Tim,49,Male,Berlin,Porsche,Golf,Diesel,Automatic,5/17/2021,"€ 28,956.62",No,"€ 5,593.00",None,"€ 77,605.00",Yes,4
PUR110399,Anna,56,Female,Cologne,Volkswagen,A3,Diesel,Automatic,4/2/2024,"€ 32,713.34",Yes,"€ 11,086.00",Commerzbank,"€ 71,825.00",Yes,3
PUR110400,Laura,79,Male,Cologne,BMW,X5,Electric,Manual,7/1/2022,"€ 8,984.22",Yes,"€ 11,523.00",Deutsche Bank,"€ 87,522.00",No,4
PUR110401,Laura,51,Male,Hamburg,Volkswagen,911,Petrol,Automatic,8/20/2023,"€ 44,720.97",Yes,"€ 4,311.00",Commerzbank,"€ 41,345.00",No,2
PUR110402,Laura,28,Male,Frankfurt,Porsche,C-Class,Hybrid,Automatic,10/9/2022,"€ 46,527.17",Yes,"€ 2,309.00",Commerzbank,"€ 106,295.00",No,4
PUR110403,Julia,26,Male,Hamburg,Volkswagen,Octavia,Diesel,Automatic,9/30/2023,"€ 22,543.01",No,"€ 11,081.00",Commerzbank,"€ 106,024.00",Yes,4
PUR110404,Sophie,62,Male,Other,Mercedes,Golf,Diesel,Manual,6/16/2021,"€ 40,579.83",Yes,"€ 5,052.00",Commerzbank,"€ 95,306.00",No,4
PUR110405,Anna,40,Male,Munich,Opel,Insignia,Diesel,Manual,10/30/2023,"€ 14,475.47",No,"€ 12,272.00",None,"€ 46,590.00",Yes,3
PUR110406,Julia,62,Male,Other,Skoda,X5,Hybrid,Automatic,10/2/2024,"€ 14,168.98",Yes,"€ 9,207.00",None,"€ 77,239.00",No,2
PUR110407,Tim,46,Male,Hamburg,Volkswagen,C-Class,Electric,Manual,7/9/2021,"€ 27,446.87",Yes,"€ 7,804.00",Commerzbank,"€ 118,580.00",No,5
PUR110408,Lukas,64,Female,Stuttgart,Mercedes,A3,Electric,Automatic,8/23/2022,"€ 55,336.21",No,"€ 9,406.00",Commerzbank,"€ 53,083.00",No,5
PUR110409,Sophie,41,Male,Berlin,Audi,C-Class,Electric,Automatic,9/19/2021,"€ 27,738.64",No,"€ 5,080.00",Volksbank,"€ 39,248.00",No,1
PUR110410,Tim,48,Male,Cologne,Audi,911,Petrol,Automatic,9/12/2023,"€ 22,705.06",Yes,"€ 11,661.00",Volksbank,"€ 57,828.00",Yes,4
PUR110411,Anna,52,Female,Other,Mercedes,Octavia,Electric,Manual,10/18/2022,"€ 20,816.79",Yes,"€ 13,084.00",Volksbank,"€ 29,453.00",No,4
PUR110412,Sophie,21,Male,Hamburg,Mercedes,A3,Petrol,Manual,8/28/2024,"€ 14,042.16",Yes,"€ 1,989.00",Deutsche Bank,"€ 91,115.00",Yes,1
PUR110413,Tim,46,Male,Berlin,Mercedes,Golf,Electric,Automatic,6/20/2024,"€ 21,599.25",No,"€ 5,161.00",Commerzbank,"€ 94,920.00",Yes,4
PUR110414,Tim,46,Male,Berlin,Porsche,X5,Electric,Manual,2/25/2022,"€ 33,225.68",Yes,"€ 9,972.00",None,"€ 72,426.00",Yes,1
PUR110415,Anna,56,Female,Munich,Skoda,Passat,Petrol,Manual,8/28/2022,"€ 23,924.29",Yes,"€ 9,406.00",Commerzbank,"€ 65,026.00",Yes,5
PUR110416,Hans,61,Male,Frankfurt,Audi,911,Petrol,Automatic,1/5/2023,"€ 33,849.27",Yes,"€ 3,900.00",Commerzbank,"€ 115,981.00",No,3
PUR110417,Hans,42,Female,Munich,Mercedes,Passat,Petrol,Automatic,11/9/2024,"€ 13,275.90",Yes,"€ 6,356.00",Deutsche Bank,"€ 55,965.00",No,5
PUR110418,Laura,44,Female,Munich,Mercedes,A3,Diesel,Manual,6/7/2023,"€ 47,919.12",Yes,"€ 1,058.00",Commerzbank,"€ 23,983.00",Yes,4
PUR110419,Sophie,19,Male,Munich,Volkswagen,Golf,Petrol,Manual,8/30/2021,"€ 38,116.85",Yes,"€ 7,578.00",Commerzbank,"€ 43,000.00",Yes,3
PUR110420,Tim,77,Male,Frankfurt,BMW,X5,Electric,Manual,6/18/2023,"€ 37,003.34",No,"€ 5,691.00",Volksbank,"€ 102,557.00",Yes,2
PUR110421,Anna,45,Male,Munich,Mercedes,911,Diesel,Manual,6/9/2021,"€ 22,650.56",Yes,"€ 4,346.00",Deutsche Bank,"€ 59,351.00",Yes,4
PUR110422,Felix,29,Female,Berlin,Mercedes,911,Petrol,Automatic,4/13/2024,"€ 25,740.41",Yes,"€ 5,896.00",Deutsche Bank,"€ 48,947.00",No,2
PUR110423,Julia,42,Male,Other,Mercedes,Insignia,Diesel,Manual,7/31/2022,"€ 48,560.42",No,"€ 13,453.00",Commerzbank,"€ 98,709.00",Yes,4
PUR110424,Lukas,52,Male,Cologne,BMW,C-Class,Petrol,Manual,11/12/2021,"€ 41,313.13",Yes,"€ 9,985.00",Deutsche Bank,"€ 28,788.00",Yes,4
PUR110425,Hans,62,Male,Munich,Audi,Passat,Diesel,Manual,6/3/2022,"€ 26,294.34",Yes,"€ 2,108.00",Volksbank,"€ 97,791.00",Yes,3
PUR110426,Julia,24,Male,Frankfurt,Mercedes,X5,Hybrid,Manual,3/24/2022,"€ 35,676.44",Yes,"€ 5,249.00",Deutsche Bank,"€ 43,734.00",No,3
PUR110427,Lukas,49,Female,Stuttgart,Skoda,X5,Electric,Automatic,2/19/2022,"€ 21,114.01",Yes,"€ 2,795.00",None,"€ 82,509.00",No,3
PUR110428,Tim,60,Male,Cologne,Mercedes,C-Class,Petrol,Manual,6/29/2023,"€ 18,604.95",Yes,"€ 14,926.00",Deutsche Bank,"€ 51,931.00",Yes,4
PUR110429,Lukas,45,Male,Munich,BMW,911,Diesel,Manual,11/3/2022,"€ 30,157.18",Yes,"€ 13,996.00",Commerzbank,"€ 74,731.00",No,3
PUR110430,Anna,22,Female,Berlin,Audi,911,Petrol,Manual,11/18/2022,"€ 20,042.14",No,"€ 13,653.00",Volksbank,"€ 88,375.00",Yes,4
PUR110431,Anna,32,Male,Stuttgart,Audi,911,Hybrid,Manual,2/3/2022,"€ 33,313.50",No,"€ 4,278.00",None,"€ 81,991.00",No,4
PUR110432,Hans,61,Male,Stuttgart,Mercedes,C-Class,Diesel,Manual,1/27/2024,"€ 23,256.17",Yes,"€ 9,600.00",Volksbank,"€ 100,518.00",Yes,4
PUR110433,Julia,62,Male,Berlin,BMW,Octavia,Petrol,Manual,1/1/2021,"€ 33,768.01",No,"€ 7,110.00",Commerzbank,"€ 82,051.00",No,4
PUR110434,Anna,22,Male,Frankfurt,Mercedes,Octavia,Petrol,Automatic,8/2/2021,"€ 22,704.64",Yes,"€ 9,641.00",Commerzbank,"€ 32,297.00",Yes,4
PUR110435,Felix,63,Female,Other,Volkswagen,X5,Petrol,Automatic,4/4/2022,"€ 32,483.88",Yes,"€ 5,131.00",Deutsche Bank,"€ 110,902.00",No,4
PUR110436,Felix,58,Female,Berlin,Skoda,A3,Electric,Manual,11/2/2023,"€ 27,894.83",Yes,"€ 14,085.00",Volksbank,"€ 72,796.00",Yes,3
PUR110437,Julia,33,Male,Berlin,Skoda,A3,Petrol,Automatic,9/10/2022,"€ 38,805.01",Yes,"€ 3,897.00",Commerzbank,"€ 57,487.00",No,3
PUR110438,Hans,78,Male,Munich,BMW,Insignia,Petrol,Manual,1/19/2024,"€ 18,904.22",No,"€ 13,543.00",Commerzbank,"€ 36,070.00",Yes,3
PUR110439,Tim,53,Male,Berlin,Volkswagen,A3,Hybrid,Automatic,2/6/2023,"€ 32,038.92",Yes,"€ 5,086.00",Deutsche Bank,"€ 87,432.00",No,4
PUR110440,Lukas,62,Male,Hamburg,Volkswagen,C-Class,Diesel,Manual,6/5/2022,"€ 27,969.45",No,"€ 2,766.00",Deutsche Bank,"€ 89,425.00",Yes,4
PUR110441,Hans,47,Female,Munich,Audi,X5,Diesel,Automatic,10/10/2023,"€ 24,007.30",No,"€ 12,451.00",Commerzbank,"€ 88,631.00",No,4
PUR110442,Julia,59,Male,Frankfurt,BMW,A3,Electric,Manual,5/4/2021,"€ 28,077.88",Yes,"€ 5,695.00",Deutsche Bank,"€ 118,648.00",Yes,3
PUR110443,Felix,52,Female,Cologne,Volkswagen,Insignia,Petrol,Manual,4/8/2023,"€ 40,512.76",No,"€ 10,812.00",Deutsche Bank,"€ 100,911.00",Yes,4
PUR110444,Anna,39,Male,Munich,Porsche,911,Diesel,Manual,5/5/2022,"€ 34,906.22",Yes,"€ 14,884.00",Deutsche Bank,"€ 68,332.00",Yes,4
PUR110445,Tim,28,Male,Berlin,Mercedes,C-Class,Electric,Manual,12/25/2022,"€ 20,092.83",Yes,"€ 4,612.00",Deutsche Bank,"€ 95,217.00",No,3
PUR110446,Sophie,58,Male,Munich,Audi,Golf,Petrol,Automatic,7/4/2023,"€ 22,203.94",No,"€ 14,474.00",Commerzbank,"€ 63,853.00",No,3
PUR110447,Julia,75,Female,Berlin,Volkswagen,A3,Diesel,Manual,5/1/2024,"€ 30,667.31",Yes,"€ 6,171.00",Volksbank,"€ 23,951.00",Yes,5
PUR110448,Julia,65,Male,Hamburg,Volkswagen,911,Petrol,Manual,5/7/2024,"€ 47,428.28",Yes,"€ 3,935.00",None,"€ 60,058.00",No,4
PUR110449,Lukas,49,Female,Munich,Volkswagen,911,Petrol,Automatic,4/7/2023,"€ 23,882.49",No,"€ 5,460.00",Commerzbank,"€ 29,781.00",No,4
PUR110450,Felix,46,Female,Stuttgart,Volkswagen,A3,Petrol,Automatic,11/24/2024,"€ 23,402.11",Yes,"€ 3,503.00",None,"€ 118,637.00",No,5
PUR110451,Anna,50,Male,Stuttgart,Skoda,Insignia,Petrol,Automatic,2/3/2023,"€ 27,850.83",Yes,"€ 13,044.00",Volksbank,"€ 104,352.00",Yes,5
PUR110452,Julia,58,Male,Hamburg,Volkswagen,A3,Petrol,Manual,12/23/2022,"€ 19,717.98",No,"€ 8,715.00",Deutsche Bank,"€ 114,547.00",No,4
PUR110453,Laura,65,Male,Stuttgart,Volkswagen,C-Class,Electric,Manual,9/15/2021,"€ 28,724.30",Yes,"€ 10,999.00",Commerzbank,"€ 44,024.00",Yes,3
PUR110454,Sophie,60,Female,Munich,Audi,911,Petrol,Manual,3/22/2023,"€ 23,203.28",Yes,"€ 1,186.00",Commerzbank,"€ 74,701.00",No,4
PUR110455,Tim,62,Male,Berlin,Volkswagen,Octavia,Petrol,Manual,5/23/2024,"€ 19,955.02",No,"€ 1,066.00",Volksbank,"€ 37,837.00",No,4
PUR110456,Lukas,57,Male,Cologne,Volkswagen,C-Class,Petrol,Automatic,9/18/2024,"€ 31,581.97",Yes,"€ 2,391.00",Commerzbank,"€ 114,784.00",No,4
PUR110457,Lukas,24,Female,Berlin,Audi,A3,Petrol,Manual,10/14/2023,"€ 23,585.42",Yes,"€ 7,310.00",None,"€ 79,082.00",Yes,4
PUR110459,Anna,60,Male,Berlin,Volkswagen,911,Petrol,Manual,7/3/2021,"€ 24,847.70",Yes,"€ 2,654.00",None,"€ 59,905.00",No,5
PUR110460,Sophie,49,Male,Other,Mercedes,Passat,Petrol,Automatic,8/31/2021,"€ 12,483.52",Yes,"€ 5,211.00",Deutsche Bank,"€ 47,269.00",Yes,3
PUR110461,Julia,62,Male,Other,Audi,Octavia,Diesel,Manual,7/23/2021,"€ 37,934.04",No,"€ 8,798.00",Commerzbank,"€ 88,928.00",Yes,5
PUR110462,Hans,44,Male,Hamburg,Audi,A3,Petrol,Automatic,5/15/2021,"€ 28,621.19",No,"€ 4,804.00",Commerzbank,"€ 50,990.00",Yes,5
PUR110463,Felix,54,Male,Berlin,BMW,Octavia,Diesel,Manual,11/23/2023,"€ 30,751.99",Yes,"€ 2,733.00",Deutsche Bank,"€ 74,630.00",No,3
PUR110464,Julia,41,Male,Berlin,Volkswagen,Insignia,Diesel,Automatic,10/30/2022,"€ 17,648.63",Yes,"€ 6,138.00",None,"€ 84,714.00",Yes,3
PUR110465,Laura,64,Male,Berlin,BMW,C-Class,Electric,Manual,5/11/2022,"€ 13,373.75",Yes,"€ 12,506.00",Volksbank,"€ 37,736.00",Yes,4
PUR110466,Laura,47,Female,Cologne,Mercedes,Golf,Diesel,Automatic,8/30/2023,"€ 22,530.12",Yes,"€ 2,850.00",Commerzbank,"€ 30,562.00",Yes,3
PUR110467,Hans,19,Male,Berlin,Audi,Insignia,Petrol,Manual,10/9/2023,"€ 35,556.94",No,"€ 2,321.00",Deutsche Bank,"€ 20,058.00",No,4
PUR110468,Hans,67,Female,Berlin,Audi,Insignia,Petrol,Automatic,3/12/2022,"€ 31,969.51",Yes,"€ 14,543.00",Deutsche Bank,"€ 44,841.00",No,3
PUR110469,Julia,38,Male,Berlin,Volkswagen,X5,Electric,Manual,3/28/2021,"€ 37,355.76",Yes,"€ 11,507.00",Commerzbank,"€ 38,063.00",No,4
PUR110470,Lukas,56,Male,Hamburg,Audi,X5,Diesel,Manual,8/28/2024,"€ 41,511.55",Yes,"€ 4,822.00",Deutsche Bank,"€ 51,013.00",No,3
PUR110471,Hans,39,Male,Stuttgart,Mercedes,X5,Petrol,Manual,3/5/2021,"€ 17,983.90",Yes,"€ 10,487.00",Commerzbank,"€ 55,315.00",No,5
PUR110472,Anna,79,Female,Other,Volkswagen,911,Petrol,Automatic,8/3/2021,"€ 42,186.09",No,"€ 10,961.00",Commerzbank,"€ 91,276.00",No,5
PUR110473,Hans,48,Male,Munich,Volkswagen,A3,Petrol,Manual,1/13/2021,"€ 17,291.89",No,"€ 9,010.00",Deutsche Bank,"€ 93,598.00",No,4
PUR110474,Julia,19,Male,Other,Volkswagen,X5,Diesel,Manual,1/28/2023,"€ 25,187.72",No,"€ 5,545.00",Deutsche Bank,"€ 61,772.00",Yes,4
PUR110475,Tim,50,Male,Berlin,BMW,Passat,Diesel,Automatic,8/1/2022,"€ 17,684.68",Yes,"€ 3,869.00",Volksbank,"€ 56,314.00",No,3
PUR110476,Anna,70,Male,Munich,Audi,A3,Diesel,Automatic,2/4/2021,"€ 31,175.54",Yes,"€ 2,501.00",Volksbank,"€ 68,251.00",No,5
PUR110477,Laura,43,Female,Berlin,Mercedes,911,Petrol,Manual,3/8/2023,"€ 18,028.43",No,"€ 6,781.00",Deutsche Bank,"€ 75,855.00",No,4
PUR110478,Julia,42,Male,Munich,Opel,911,Diesel,Automatic,4/27/2023,"€ 20,346.45",No,"€ 2,833.00",None,"€ 55,330.00",No,4
PUR110479,Felix,43,Female,Berlin,Volkswagen,911,Petrol,Manual,11/25/2024,"€ 27,891.56",Yes,"€ 9,825.00",Commerzbank,"€ 24,285.00",No,5
PUR110480,Tim,60,Female,Berlin,Volkswagen,X5,Petrol,Manual,1/26/2021,"€ 24,787.03",Yes,"€ 11,313.00",Volksbank,"€ 105,298.00",Yes,3
PUR110481,Hans,60,Male,Hamburg,Volkswagen,C-Class,Petrol,Manual,11/23/2023,"€ 21,514.12",Yes,"€ 11,987.00",Commerzbank,"€ 44,097.00",Yes,4
PUR110482,Tim,57,Female,Berlin,Mercedes,911,Petrol,Manual,6/25/2021,"€ 35,322.31",Yes,"€ 4,751.00",Commerzbank,"€ 103,983.00",No,1
PUR110483,Lukas,62,Male,Hamburg,BMW,911,Diesel,Manual,2/21/2024,"€ 27,302.39",No,"€ 2,809.00",Commerzbank,"€ 59,654.00",No,3
PUR110484,Tim,59,Male,Stuttgart,Volkswagen,Insignia,Petrol,Automatic,7/21/2022,"€ 36,310.40",No,"€ 6,147.00",Deutsche Bank,"€ 45,331.00",No,4
PUR110485,Julia,21,Male,Hamburg,Mercedes,A3,Petrol,Manual,11/12/2022,"€ 20,062.58",Yes,"€ 5,383.00",Volksbank,"€ 68,307.00",Yes,5
PUR110486,Lukas,51,Female,Berlin,Mercedes,Octavia,Petrol,Manual,11/16/2023,"€ 8,000.00",Yes,"€ 3,298.00",Volksbank,"€ 32,228.00",No,5
PUR110487,Hans,67,Male,Other,Mercedes,Insignia,Hybrid,Automatic,12/18/2022,"€ 33,418.61",No,"€ 10,017.00",None,"€ 50,565.00",Yes,5
PUR110488,Felix,58,Male,Stuttgart,Skoda,C-Class,Petrol,Manual,7/8/2024,"€ 10,694.34",No,"€ 14,968.00",Commerzbank,"€ 85,556.00",No,4
PUR110489,Anna,66,Male,Munich,Porsche,Golf,Electric,Manual,12/20/2022,"€ 14,272.26",No,"€ 4,136.00",Deutsche Bank,"€ 80,443.00",No,1
PUR110490,Tim,79,Female,Stuttgart,Audi,X5,Electric,Manual,1/31/2023,"€ 23,836.29",Yes,"€ 11,194.00",Deutsche Bank,"€ 21,676.00",No,4
PUR110491,Hans,62,Female,Munich,Audi,X5,Petrol,Manual,12/8/2022,"€ 8,979.73",Yes,"€ 2,160.00",Deutsche Bank,"€ 61,824.00",No,3
PUR110492,Tim,27,Male,Other,Porsche,Insignia,Electric,Automatic,6/5/2023,"€ 25,329.03",Yes,"€ 4,892.00",Deutsche Bank,"€ 110,304.00",Yes,4
PUR110493,Laura,54,Male,Stuttgart,Audi,C-Class,Electric,Manual,1/17/2021,"€ 27,821.82",Yes,"€ 3,014.00",Deutsche Bank,"€ 84,537.00",Yes,2
PUR110494,Lukas,61,Male,Munich,Volkswagen,Octavia,Petrol,Manual,4/23/2023,"€ 21,844.10",No,"€ 9,069.00",Commerzbank,"€ 71,520.00",Yes,3
PUR110495,Hans,26,Male,Stuttgart,Volkswagen,X5,Petrol,Manual,3/10/2024,"€ 26,053.38",No,"€ 4,877.00",Commerzbank,"€ 103,232.00",No,5
PUR110496,Hans,54,Male,Hamburg,Mercedes,Octavia,Petrol,Manual,7/23/2023,"€ 24,476.66",Yes,"€ 5,574.00",Deutsche Bank,"€ 84,422.00",No,5
PUR110497,Sophie,53,Male,Stuttgart,Skoda,911,Electric,Automatic,10/3/2024,"€ 24,938.11",No,"€ 11,159.00",Volksbank,"€ 106,842.00",No,5
PUR110498,Laura,62,Male,Munich,Volkswagen,X5,Electric,Manual,3/13/2024,"€ 16,133.28",Yes,"€ 10,058.00",Commerzbank,"€ 44,918.00",No,3
PUR110499,Anna,49,Female,Hamburg,Volkswagen,Octavia,Diesel,Manual,1/25/2024,"€ 36,803.73",No,"€ 12,232.00",Volksbank,"€ 112,237.00",No,4
PUR110500,Lukas,52,Male,Frankfurt,Volkswagen,Golf,Petrol,Manual,7/3/2023,"€ 18,662.53",Yes,"€ 12,890.00",Deutsche Bank,"€ 41,289.00",No,4
PUR110501,Hans,51,Male,Munich,Audi,Golf,Petrol,Automatic,2/24/2024,"€ 25,190.81",No,"€ 14,086.00",Volksbank,"€ 75,522.00",No,1
PUR110502,Julia,47,Female,Hamburg,BMW,Octavia,Diesel,Automatic,3/22/2021,"€ 33,007.23",No,"€ 1,943.00",Deutsche Bank,"€ 90,677.00",No,3
PUR110503,Anna,62,Female,Berlin,Skoda,Golf,Petrol,Manual,12/28/2023,"€ 21,152.17",Yes,"€ 14,000.00",Volksbank,"€ 74,971.00",No,4
PUR110504,Sophie,64,Female,Berlin,Opel,A3,Electric,Manual,2/6/2022,"€ 32,381.53",No,"€ 3,923.00",Commerzbank,"€ 44,011.00",No,1
PUR110505,Tim,28,Female,Hamburg,Volkswagen,Passat,Petrol,Manual,9/7/2021,"€ 20,759.80",Yes,"€ 1,599.00",Deutsche Bank,"€ 44,717.00",No,4
PUR110506,Hans,39,Female,Stuttgart,Volkswagen,Insignia,Petrol,Automatic,3/20/2023,"€ 31,769.74",Yes,"€ 12,111.00",Volksbank,"€ 53,755.00",Yes,4
PUR110507,Felix,35,Male,Munich,Mercedes,Octavia,Petrol,Automatic,8/13/2021,"€ 8,116.75",No,"€ 9,702.00",Commerzbank,"€ 68,123.00",No,4
PUR110508,Anna,22,Female,Berlin,Volkswagen,A3,Petrol,Manual,8/28/2024,"€ 19,514.37",Yes,"€ 7,316.00",Deutsche Bank,"€ 110,006.00",Yes,4
PUR110509,Lukas,51,Male,Stuttgart,Porsche,Passat,Petrol,Manual,7/29/2022,"€ 8,000.00",Yes,"€ 4,754.00",Volksbank,"€ 76,638.00",No,4
PUR110510,Julia,48,Male,Frankfurt,Volkswagen,Insignia,Petrol,Manual,2/15/2023,"€ 26,960.74",Yes,"€ 7,207.00",Commerzbank,"€ 118,213.00",Yes,3
PUR110511,Hans,34,Female,Hamburg,Mercedes,Golf,Electric,Manual,1/4/2024,"€ 24,610.88",Yes,"€ 4,307.00",None,"€ 78,629.00",No,4
PUR110512,Tim,46,Male,Hamburg,Volkswagen,911,Electric,Manual,8/29/2022,"€ 13,347.94",Yes,"€ 2,834.00",None,"€ 88,894.00",Yes,3
PUR110513,Felix,41,Male,Munich,BMW,Passat,Diesel,Automatic,2/17/2024,"€ 8,000.00",Yes,"€ 8,525.00",Commerzbank,"€ 103,892.00",Yes,3
PUR110514,Felix,62,Female,Stuttgart,BMW,Golf,Petrol,Manual,4/8/2024,"€ 23,565.68",No,"€ 11,120.00",Deutsche Bank,"€ 71,942.00",Yes,3
PUR110515,Anna,50,Male,Berlin,Opel,X5,Petrol,Manual,12/27/2021,"€ 41,140.71",Yes,"€ 4,893.00",Deutsche Bank,"€ 55,236.00",No,2
PUR110516,Sophie,61,Male,Cologne,Mercedes,Passat,Petrol,Automatic,2/5/2022,"€ 24,837.20",Yes,"€ 2,570.00",Commerzbank,"€ 56,661.00",No,3
PUR110517,Tim,47,Male,Stuttgart,Porsche,911,Electric,Automatic,3/17/2021,"€ 38,777.45",Yes,"€ 13,293.00",Deutsche Bank,"€ 27,081.00",No,3
PUR110518,Felix,73,Male,Cologne,BMW,911,Electric,Manual,11/19/2024,"€ 15,244.83",Yes,"€ 10,186.00",Volksbank,"€ 82,078.00",No,1
PUR110519,Sophie,51,Male,Hamburg,Volkswagen,Octavia,Petrol,Manual,7/7/2024,"€ 13,195.77",Yes,"€ 1,922.00",Deutsche Bank,"€ 27,807.00",Yes,3
PUR110520,Julia,55,Male,Other,BMW,Octavia,Hybrid,Manual,12/27/2022,"€ 28,736.42",Yes,"€ 11,907.00",None,"€ 52,654.00",Yes,4
PUR110521,Hans,25,Female,Cologne,Porsche,Octavia,Diesel,Automatic,11/15/2021,"€ 26,042.68",Yes,"€ 6,091.00",Deutsche Bank,"€ 65,386.00",No,5
PUR110522,Felix,20,Male,Hamburg,Volkswagen,911,Diesel,Automatic,3/23/2022,"€ 26,750.90",Yes,"€ 3,008.00",Deutsche Bank,"€ 86,547.00",Yes,4
PUR110523,Tim,47,Male,Frankfurt,Volkswagen,Octavia,Diesel,Automatic,7/15/2022,"€ 10,283.67",Yes,"€ 10,446.00",Deutsche Bank,"€ 37,311.00",No,4
PUR110524,Hans,42,Female,Hamburg,BMW,Golf,Electric,Automatic,10/19/2022,"€ 17,068.47",Yes,"€ 2,537.00",Deutsche Bank,"€ 106,761.00",No,2
PUR110525,Laura,42,Male,Berlin,Volkswagen,Passat,Petrol,Manual,11/1/2024,"€ 14,309.98",No,"€ 5,829.00",Volksbank,"€ 39,383.00",No,5
PUR110526,Julia,46,Male,Hamburg,Skoda,911,Petrol,Manual,12/20/2021,"€ 31,832.41",Yes,"€ 14,149.00",Volksbank,"€ 83,411.00",Yes,3
PUR110527,Sophie,46,Male,Cologne,Skoda,Octavia,Petrol,Automatic,12/4/2023,"€ 29,839.02",Yes,"€ 14,639.00",Commerzbank,"€ 84,585.00",Yes,4
PUR110528,Anna,50,Male,Munich,Volkswagen,X5,Petrol,Manual,7/29/2023,"€ 21,571.79",Yes,"€ 12,812.00",Commerzbank,"€ 88,123.00",No,3
PUR110529,Hans,52,Male,Berlin,Volkswagen,A3,Diesel,Manual,12/3/2024,"€ 13,775.44",Yes,"€ 3,181.00",Commerzbank,"€ 52,983.00",No,4
PUR110530,Laura,79,Female,Hamburg,Mercedes,C-Class,Diesel,Automatic,5/26/2023,"€ 15,702.28",No,"€ 7,146.00",None,"€ 78,400.00",No,5
PUR110531,Felix,64,Male,Hamburg,BMW,Octavia,Electric,Automatic,8/8/2021,"€ 17,434.19",Yes,"€ 7,781.00",Deutsche Bank,"€ 70,949.00",No,3
PUR110532,Sophie,50,Female,Stuttgart,Volkswagen,X5,Petrol,Manual,3/15/2024,"€ 25,754.13",No,"€ 14,226.00",Volksbank,"€ 61,945.00",Yes,4
PUR110533,Lukas,55,Female,Berlin,Skoda,C-Class,Petrol,Manual,9/22/2023,"€ 28,016.09",Yes,"€ 6,657.00",Commerzbank,"€ 108,965.00",Yes,5
